symbol,name2,sector
ocl,objective corporation limited,technology services
pph,pushpay holdings limited,technology services
nwh,nrw holdings limited,industrial services
cuv,clinuvel pharmaceuticals limited,health technology
cgc,costa group holdings limited,process industries
waf,west african resources limited,non-energy minerals
slr,silver lake resources limited,non-energy minerals
maq,macquarie telecom group limited,communications
kls,kelsian group limited,consumer services
mnd,monadelphous group limited,industrial services
ptm,platinum asset management limited,miscellaneous
dbi,dalrymple bay infrastructure limited,distribution services
bga,bega cheese limited,consumer non-durables
pwh,pwr holdings limited,producer manufacturing
hgh,heartland group holdings limited,finance
lfg,liberty financial group,finance
abc,adbri limited,non-energy minerals
grr,grange resources limited.,non-energy minerals
kar,karoon energy ltd,energy minerals
obl,omni bridgeway limited,commercial services
vsl,vulcan steel limited,distribution services
gud,g.u.d. holdings limited,consumer durables
brn,brainchip holdings ltd,electronic technology
mp1,megaport limited,technology services
neu,neuren pharmaceuticals limited,health technology
dtl,data#3 limited,technology services
lke,lake resources n.l.,non-energy minerals
aac,australian agricultural company limited.,consumer non-durables
ax1,accent group limited,distribution services
umg,united malt group limited,consumer non-durables
ing,inghams group limited,process industries
aru,arafura rare earths ltd,non-energy minerals
29m,29metals limited,non-energy minerals
inr,ioneer ltd,process industries
imu,imugene limited,health technology
gem,g8 education limited,consumer services
jin,jumbo interactive limited,consumer services
hsn,hansen technologies limited,technology services
vul,vulcan energy resources limited,non-energy minerals
lnk,link administration holdings limited,finance
imd,imdex limited,distribution services
mms,mcmillan shakespeare limited,finance
bgp,briscoe group australasia limited,retail trade
nck,nick scali limited,retail trade
hli,helia group limited,finance
cxl,calix limited,producer manufacturing
sdr,siteminder limited,technology services
era,energy resources of australia limited,non-energy minerals
ckf,collins foods limited,consumer services
rms,ramelius resources limited,non-energy minerals
mgh,maas group holdings limited,distribution services
rpl,regal partners limited,finance
slx,silex systems limited,electronic technology
mcr,mincor resources nl,non-energy minerals
agy,argosy minerals limited,non-energy minerals
prn,perenti limited,non-energy minerals
stx,strike energy limited,energy minerals
nvx,novonix limited,producer manufacturing
uos,united overseas australia limited,finance
tie,tietto minerals limited,non-energy minerals
cda,codan limited,consumer durables
oml,ooh!media limited,commercial services
maf,ma financial group limited,finance
hta,hutchison telecommunications (australia) limited,communications
boe,boss energy ltd,non-energy minerals
mgx,mount gibson iron limited,non-energy minerals
tyr,tyro payments limited,finance
emr,emerald resources nl,non-energy minerals
ter,terracom limited,energy minerals
wbt,weebit nano ltd,electronic technology
qal,qualitas limited,finance
mad,mader group limited,consumer services
idx,integral diagnostics limited,health services
ctt,cettire limited,retail trade
siq,smartgroup corporation ltd,commercial services
thl,tourism holdings rentals limited,finance
swm,seven west media limited,consumer services
abb,aussie broadband limited,communications
sm1,synlait milk limited,consumer non-durables
msb,mesoblast limited,health technology
kmd,kmd brands limited,consumer durables
rbd,restaurant brands new zealand limited,consumer services
sbm,st barbara limited,non-energy minerals
sgf,sg fleet group limited,finance
ppm,pepper money limited,finance
red,red 5 limited,non-energy minerals
myr,myer holdings limited,retail trade
ric,ridley corporation limited,process industries
eqt,eqt holdings limited,finance
lll,leo lithium limited,non-energy minerals
asb,austal limited,producer manufacturing
jrv,jervois global limited,non-energy minerals
ad8,audinate group limited,electronic technology
tpw,temple & webster group ltd,retail trade
acl,australian clinical labs limited,health services
rnu,renascor resources limited,non-energy minerals
ofx,ofx group limited,finance
sig,sigma healthcare limited,health technology
ecx,eclipx group limited,finance
gwa,gwa group limited.,consumer durables
dvp,develop global limited,non-energy minerals
cbo,cobram estate olives limited,process industries
dyl,deep yellow limited,non-energy minerals
wgx,westgold resources limited.,non-energy minerals
gmd,genesis minerals limited,non-energy minerals
tlg,talga group ltd,non-energy minerals
omh,om holdings limited,miscellaneous
aqz,alliance aviation services limited,transportation
tua,tuas limited,communications
gl1,global lithium resources limited,non-energy minerals
reg,regis healthcare limited,health services
ppc,peet limited,finance
rsg,resolute mining limited,non-energy minerals
oca,oceania healthcare limited,health services
bcb,bowen coking coal limited,energy minerals
rmc,resimac group ltd,finance
blx,beacon lighting group limited,producer manufacturing
ehe,estia health limited,health services
aef,australian ethical investment limited,finance
zip,zip co limited..,finance
pbh,pointsbet holdings limited,consumer services
pfp,propel funeral partners limited,consumer services
nto,nitro software limited,technology services
snl,supply network limited,distribution services
a4n,alpha hpa limited,non-energy minerals
coe,cooper energy limited,energy minerals
ctm,centaurus metals limited,non-energy minerals
nmt,neometals ltd,non-energy minerals
shv,select harvests limited,process industries
pwr,peter warren automotive holdings limited,retail trade
has,hastings technology metals ltd,non-energy minerals
adh,adairs limited,retail trade
elo,elmo software limited,technology services
wgo,warrego energy limited,utilities
wtn,winton land limited,finance
kgn,kogan.com ltd,retail trade
sta,strandline resources limited,non-energy minerals
afg,australian finance group ltd,finance
nwe,norwest energy nl,energy minerals
mys,mystate limited,finance
ifm,infomedia ltd,technology services
ais,aeris resources limited,non-energy minerals
jms,jupiter mines limited.,non-energy minerals
mhj,michael hill international limited,retail trade
dgl,dgl group limited,process industries
opt,opthea limited,health technology
alk,alkane resources limited,non-energy minerals
svr,solvar limited,finance
sgllv,sunrice b ltdvote,distribution services
uni,universal store holdings limited,retail trade
mns,magnis energy technologies ltd,producer manufacturing
a11,atlantic lithium limited,non-energy minerals
par,paradigm biopharmaceuticals limited..,health technology
pan,panoramic resources limited,non-energy minerals
asg,autosports group limited.,retail trade
mvf,monash ivf group limited,health services
pac,pacific current group limited,finance
ehl,emeco holdings limited,finance
arx,aroa biosurgery limited,health technology
ssm,service stream limited,commercial services
rdy,readytech holdings limited,technology services
pps,praemium limited,technology services
pgh,pact group holdings ltd,process industries
rul,rpmglobal holdings limited,technology services
kcn,kingsgate consolidated limited.,non-energy minerals
peb,pacific edge limited,health technology
avr,anteris technologies ltd,commercial services
afp,aft pharmaceuticals limited,health technology
cwp,cedar woods properties limited,finance
igl,ive group limited,commercial services
slc,superloop limited,industrial services
mlx,metals x limited,non-energy minerals
3pl,3p learning limited..,technology services
ddh,ddh1 limited,industrial services
gln,galan lithium limited,process industries
ht1,ht&e limited,consumer services
mrm,mma offshore limited,transportation
bci,bci minerals limited,non-energy minerals
bbn,baby bunting group limited,retail trade
agi,ainsworth game technology limited,producer manufacturing
gng,gr engineering services limited,industrial services
cgs,cogstate ltd,commercial services
tbn,tamboran resources limited,energy minerals
bth,bigtincan holdings limited,technology services
caj,capitol health limited,health services
c79,chrysos corporation limited,commercial services
ppe,peoplein limited,commercial services
myx,mayne pharma group limited,health technology
myxda,m pharma def set,health technology
bfg,bell financial group limited,finance
rac,race oncology ltd,health technology
apx,appen limited,technology services
hum,humm group limited,finance
sst,steamships trading company limited,transportation
fsf,fonterra shareholders' fund,miscellaneous
pdi,predictive discovery limited,non-energy minerals
skt,sky network television limited.,consumer services
ihl,incannex healthcare limited,health technology
vgl,vista group international limited.,technology services
srg,srg global limited,industrial services
srv,servcorp limited,finance
fdv,frontier digital ventures limited,technology services
lot,lotus resources limited,non-energy minerals
nxl,nuix limited,technology services
mah,macmahon holdings limited,energy minerals
may,melbana energy limited,energy minerals
trj,trajan group holdings limited,commercial services
cvw,clearview wealth limited,finance
lpi,lithium power international limited,non-energy minerals
alg,ardent leisure group limited,consumer services
smp,smartpay holdings limited,electronic technology
sxl,southern cross media group limited,consumer services
cvn,carnarvon energy limited,energy minerals
dre,dreadnought resources ltd,non-energy minerals
spl,starpharma holdings limited,health technology
akp,audio pixels holdings limited,consumer durables
rhi,red hill minerals limited,non-energy minerals
ngi,navigator global investments limited,finance
ksc,k & s corporation limited,transportation
cau,cronos australia limited,health technology
egg,enero group limited,commercial services
bmn,bannerman energy ltd,non-energy minerals
cog,cog financial services limited,miscellaneous
nwf,newfield resources limited,non-energy minerals
lyl,lycopodium limited,industrial services
hlo,helloworld travel limited,consumer services
aba,auswide bank ltd,finance
nxd,nexted group limited,consumer services
svl,silver mines limited,non-energy minerals
wr1,winsome resources limited,non-energy minerals
imm,immutep limited,health technology
bck,brockman mining limited,transportation
sfc,schaffer corporation limited,consumer non-durables
ply,playside studios limited,technology services
eml,eml payments limited,finance
bse,base resources limited,non-energy minerals
gdg,generation development group limited,finance
hfr,highfield resources limited,non-energy minerals
ipg,ipd group ltd,utilities
bet,betmakers technology group ltd,technology services
lrs,latin resources limited,process industries
bub,bubs australia limited,distribution services
tra,turners automotive group limited,finance
gtk,gentrack group limited,technology services
asm,australian strategic materials limited,non-energy minerals
twr,tower limited,finance
fzo,family zone cyber safety limited,technology services
psq,pacific smiles group limited,health services
bst,best & less group holdings ltd,retail trade
hzn,horizon oil limited,energy minerals
sdg,sunland group limited,finance
lau,lindsay australia limited,transportation
lis,li-s energy limited,producer manufacturing
sko,serko limited,technology services
cvc,cvc limited,finance
cu6,clarity pharmaceuticals ltd,health technology
lin,,non-energy minerals
ksl,kina securities limited,finance
gt1,green technology metals limited,non-energy minerals
tig,tigers realm coal limited,energy minerals
iod,iodm limited,technology services
cob,cobalt blue holdings limited,non-energy minerals
asn,anson resources limited,non-energy minerals
bvs,bravura solutions limited.,technology services
clv,clover corporation limited,health technology
ntu,northern minerals limited,non-energy minerals
vhm,vhm limited,non-energy minerals
fid,fiducian group limited,finance
ama,ama group limited,consumer durables
he8,helios energy ltd,energy minerals
gnx,genex power limited,utilities
tbr,tribune resources limited,non-energy minerals
kpg,kelly partners group holdings limited,commercial services
a1m,aic mines limited,non-energy minerals
rhy,rhythm biosciences limited,health technology
exp,experience co limited,consumer services
enn,elanor investors group,consumer services
lgi,lgi limited,utilities
rep,ram essential services property fund,finance
88e,88 energy limited,energy minerals
qpm,queensland pacific metals limited,non-energy minerals
grx,greenx metals limited,energy minerals
rfg,retail food group limited,consumer services
ami,aurelia metals limited,non-energy minerals
vht,volpara health technologies limited,technology services
d2o,duxton water limited,miscellaneous
pgc,paragon care limited,distribution services
alc,alcidion group limited,technology services
adn,andromeda metals limited,non-energy minerals
pnr,pantoro limited,non-energy minerals
pyc,pyc therapeutics limited,health technology
nzm,nzme limited,consumer services
e25,element 25 limited,non-energy minerals
sfx,sheffield resources limited,non-energy minerals
rdt,red dirt metals limited,non-energy minerals
ata,atturra limited,commercial services
pen,peninsula energy limited,non-energy minerals
cka,cokal limited,energy minerals
rdg,resource development group limited,industrial services
srl,sunrise energy metals limited,producer manufacturing
svm,sovereign metals limited,non-energy minerals
lm8,lunnon metals limited,non-energy minerals
sxe,southern cross electrical engineering ltd,industrial services
lgl,lynch group holdings limited,distribution services
mau,magnetic resources nl,non-energy minerals
cel,challenger exploration limited,non-energy minerals
bri,big river industries limited,non-energy minerals
fri,finbar group limited,finance
gal,galileo mining ltd,non-energy minerals
ang,austin engineering limited,producer manufacturing
acf,acrow formwork and construction services limited,finance
pbp,probiotec limited,health technology
cat,catapult group international ltd,electronic technology
m7t,mach7 technologies limited,technology services
cai,calidus resources limited,non-energy minerals
orr,orecorp limited,non-energy minerals
qgl,quantum graphite limited,non-energy minerals
avj,avjennings limited,finance
hla,healthia limited,health services
lrk,lark distilling co. ltd,consumer non-durables
ccx,city chic collective limited,retail trade
slh,silk logistics holdings limited,transportation
rex,regional express holdings limited,transportation
ezl,euroz hartleys group limited,finance
tnt,tesserent limited,technology services
gnp,genusplus group ltd,industrial services
mto,motorcycle holdings limited,retail trade
shj,shine justice ltd,consumer services
acw,actinogen medical limited,health technology
axe,archer materials limited,non-energy minerals
azl,arizona lithium limited,non-energy minerals
rct,reef casino trust,consumer services
brl,bathurst resources limited.,energy minerals
coi,comet ridge limited,energy minerals
aee,aura energy limited,non-energy minerals
g1a,galena mining limited,non-energy minerals
trs,the reject shop limited,retail trade
dur,duratec limited,industrial services
art,airtasker limited,technology services
nol,nobleoak life limited,finance
ar1,austral resources australia ltd,non-energy minerals
evs,envirosuite limited,commercial services
ssg,shaver shop group limited,retail trade
nxs,next science limited,health technology
gow,gowing bros limited,miscellaneous
dnk,danakali limited,non-energy minerals
rwl,rubicon water limited,producer manufacturing
avg,australian vintage ltd,consumer non-durables
rtr,rumble resources limited,non-energy minerals
pos,poseidon nickel limited,non-energy minerals
dse,dropsuite limited,technology services
dro,droneshield limited,electronic technology
x64,ten sixty four limited,non-energy minerals
wgn,wagners holding company limited,non-energy minerals
ixr,ionic rare earths limited,non-energy minerals
flc,fluence corporation limited,industrial services
ccv,cash converters international,retail trade
ccr,credit clear limited,commercial services
eeg,empire energy group limited,energy minerals
ipx,iperionx limited,non-energy minerals
cnb,carnaby resources limited,non-energy minerals
egn,engenco limited,industrial services
pcg,pengana capital group limited,miscellaneous
mdr,medadvisor limited,technology services
ano,advance zinctek limited,process industries
nva,nova minerals limited,non-energy minerals
sym,symbio holdings limited,technology services
mvp,medical developments international limited,health technology
mcm,mc mining limited,energy minerals
bky,berkeley energia limited,non-energy minerals
bkt,black rock mining limited,non-energy minerals
3dp,pointerra limited,technology services
rxm,rex minerals limited,non-energy minerals
fex,fenix resources ltd,non-energy minerals
obm,ora banda mining ltd,non-energy minerals
wat,waterco limited,process industries
ima,image resources nl,non-energy minerals
fhe,frontier energy limited,industrial services
dcn,dacian gold limited,non-energy minerals
arl,ardea resources limited,non-energy minerals
egh,eureka group holdings limited,finance
cyc,cyclopharm limited,health technology
cyl,catalyst metals limited,non-energy minerals
cae,cannindah resources limited,non-energy minerals
exr,elixir energy limited,energy minerals
ike,ikegps group limited,electronic technology
caa,capral limited,non-energy minerals
rbl,redbubble limited,retail trade
dub,dubber corporation limited,technology services
eos,electro optic systems holdings limited,electronic technology
ess,essential metals limited,non-energy minerals
gss,genetic signatures limited,health technology
eol,energy one limited,technology services
ivz,invictus energy ltd,energy minerals
jan,janison education group limited,technology services
mgv,musgrave minerals limited,non-energy minerals
hav,havilah resources limited,non-energy minerals
vml,vital metals limited,non-energy minerals
ewc,energy world corporation ltd,utilities
sha,shape australia corporation limited,industrial services
a2b,a2b australia limited,transportation
piq,proteomics international laboratories ltd,health services
glb,globe international limited,consumer non-durables
fwd,fleetwood limited,consumer durables
aut,auteco minerals ltd,non-energy minerals
cos,cosol limited,technology services
4dx,4dmedical limited,technology services
age,alligator energy limited,non-energy minerals
hpg,hipages group holdings ltd,technology services
fsa,fsa group limited,finance
boc,bougainville copper limited,non-energy minerals
clx,cti logistics limited,transportation
dsk,dusk group limited,retail trade
clg,close the loop ltd.,industrial services
qip,qantm intellectual property limited,commercial services
fbr,fbr ltd,producer manufacturing
ipd,impedimed limited,health technology
ara,ariadne australia limited,finance
lmg,latrobe magnesium limited,non-energy minerals
chl,camplify holdings limited,technology services
lpd,lepidico ltd,non-energy minerals
emv,emvision medical devices ltd,health technology
bye,byron energy limited,energy minerals
tng,tng limited,non-energy minerals
atc,altech chemicals ltd,non-energy minerals
g6m,group 6 metals limited,non-energy minerals
avl,australian vanadium limited,producer manufacturing
ppk,ppk group limited,consumer services
snd,saunders international limited,industrial services
kil,kiland ltd,non-energy minerals
tsk,task group holdings limited,technology services
and,ansarada group limited,technology services
fln,freelancer limited,technology services
eur,european lithium limited,non-energy minerals
pex,peel mining limited,non-energy minerals
hch,hot chili limited,non-energy minerals
sxg,southern cross gold ltd,non-energy minerals
ttm,titan minerals limited,non-energy minerals
lrd,lord resources limited,non-energy minerals
rce,recce pharmaceuticals ltd,health technology
cvv,caravel minerals limited,non-energy minerals
dtz,dotz nano limited,process industries
xrf,xrf scientific limited,producer manufacturing
spq,superior resources limited,non-energy minerals
auc,ausgold limited,non-energy minerals
cym,cyprium metals limited,non-energy minerals
mov,move logistics group limited,transportation
leg,legend mining limited,non-energy minerals
ep1,e&p financial group limited,finance
vmt,vmoto limited,consumer durables
brb,breaker resources nl,non-energy minerals
mca,murray cod australia limited,process industries
ncz,new century resources limited,non-energy minerals
el8,elevate uranium ltd,non-energy minerals
tmh,the market herald limited,technology services
dev,devex resources limited,non-energy minerals
spt,splitit payments ltd,finance
kgl,kgl resources limited,non-energy minerals
jrl,jindalee resources limited,non-energy minerals
bcn,beacon minerals limited,non-energy minerals
lcy,legacy iron ore limited,non-energy minerals
som,somnomed limited,health technology
smi,santana minerals limited,non-energy minerals
sdi,sdi limited,health technology
bbl,brisbane broncos limited,consumer services
gtn,gtn limited,commercial services
stm,sunstone metals ltd,non-energy minerals
ahx,apiam animal health limited,distribution services
hzr,hazer group limited,process industries
sop,synertec corporation limited,industrial services
msl,msl solutions limited.,technology services
jyc,joyce corporation ltd,retail trade
feg,far east gold ltd,non-energy minerals
blu,blue energy limited.,energy minerals
mcp,mcpherson's limited,consumer non-durables
aby,adore beauty group limited,retail trade
nrz,neurizer ltd,energy minerals
ado,anteotech ltd,health technology
nzk,new zealand king salmon investments limited,consumer non-durables
bis,bisalloy steel group limited,non-energy minerals
plt,plenti group limited,finance
cyg,coventry group limited,distribution services
ash,ashley services group limited,commercial services
azs,azure minerals limited,non-energy minerals
mnb,minbos resources limited,non-energy minerals
acb,a-cap energy limited,non-energy minerals
fct,firstwave cloud technology limited,technology services
css,clean seas seafood limited,process industries
egr,ecograf limited,non-energy minerals
sla,silk laser australia limited,health services
vva,viva leisure limited,consumer services
pgl,prospa group limited.,finance
nwc,new world resources limited,non-energy minerals
erd,eroad limited,technology services
mxi,maxiparts limited,producer manufacturing
mei,meteoric resources nl,non-energy minerals
nam,namoi cotton limited,process industries
ptx,prescient therapeutics limited,health technology
kov,korvest ltd,producer manufacturing
map,microba life sciences limited,health services
mam,microequities asset management group limited,finance
iri,integrated research limited,technology services
dra,dra global limited,industrial services
amn,agrimin limited,non-energy minerals
tpd,talon energy ltd,energy minerals
cxm,centrex limited,non-energy minerals
1mc,morella corporation limited,non-energy minerals
nzo,new zealand oil & gas limited,energy minerals
lbl,laserbond limited,process industries
wzr,wisr limited,finance
mfd,mayfield childcare limited,consumer services
ptg,proptech group limited,technology services
aso,aston minerals limited,non-energy minerals
mfb,my food bag group limited,consumer services
drx,diatreme resources limited,non-energy minerals
pek,peak rare earths limited,non-energy minerals
znc,zenith minerals limited,non-energy minerals
spz,smart parking limited,consumer services
ce1,calima energy limited,energy minerals
hit,hitech group australia limited,commercial services
ird,iron road limited,non-energy minerals
bc8,black cat syndicate limited,non-energy minerals
arr,american rare earths limited,non-energy minerals
ahl,adrad holdings limited,producer manufacturing
msv,mitchell services limited,industrial services
svy,stavely minerals limited,non-energy minerals
azy,antipa minerals limited,non-energy minerals
mwy,midway limited,non-energy minerals
tsi,top shelf international holdings ltd,consumer non-durables
gen,genmin limited,non-energy minerals
gda,good drinks australia ltd,consumer non-durables
ntd,national tyre & wheel limited,distribution services
gdc,global data centre group,finance
evo,embark education limited,consumer services
occ,orthocell limited,health technology
twd,tamawood limited,consumer durables
hhr,hartshead resources nl,energy minerals
seq,sequoia financial group ltd,finance
aqc,australian pacific coal limited,energy minerals
win,widgie nickel limited,non-energy minerals
mbh,maggie beer holdings ltd,producer manufacturing
orn,orion minerals ltd,non-energy minerals
eof,ecofibre limited,process industries
hio,hawsons iron ltd,non-energy minerals
gll,galilee energy limited,energy minerals
kll,kalium lakes limited,non-energy minerals
sgh,slater & gordon limited,commercial services
gap,gale pacific limited,process industries
vee,veem ltd,producer manufacturing
fms,flinders mines limited,non-energy minerals
bmt,beamtree holdings limited,technology services
bsx,blackstone minerals limited,non-energy minerals
dug,dug technology ltd,technology services
mtc,metalstech limited,non-energy minerals
vr1,vection technologies ltd,technology services
can,cann group limited,process industries
rnd,rand mining limited,non-energy minerals
hgo,hillgrove resources limited,non-energy minerals
eiq,echoiq limited,technology services
pve,po valley energy limited,energy minerals
prl,province resources ltd,non-energy minerals
vls,vita life sciences limited..,health technology
ici,icandy interactive limited,technology services
wa1,wa1 resources ltd,non-energy minerals
tmk,tmk energy limited,energy minerals
mmi,metro mining limited,non-energy minerals
sdv,scidev ltd,process industries
mi6,minerals 260 limited,non-energy minerals
swp,swoop holdings limited,electronic technology
etm,energy transition minerals ltd,non-energy minerals
lel,lithium energy limited,non-energy minerals
cup,countplus limited,commercial services
bbt,bluebet holdings ltd,consumer services
aim,ai-media technologies limited,technology services
vrx,vrx silica limited,non-energy minerals
fsg,field solutions holdings limited,communications
tmt,technology metals australia limited,non-energy minerals
kko,kinetiko energy ltd,energy minerals
shm,shriro holdings limited,consumer durables
oil,optiscan imaging limited,health technology
xte,xtek limited.,electronic technology
nxm,nexus minerals limited,non-energy minerals
ph2,pure hydrogen corporation limited,energy minerals
sb2,salter brothers emerging companies limited,finance
rkn,reckon limited,technology services
cy5,cygnus gold limited,non-energy minerals
gme,gme resources limited,non-energy minerals
dme,dome gold mines limited,non-energy minerals
dna,donaco international limited,consumer services
brk,brookside energy limited,energy minerals
net,netlinkz limited,technology services
mx1,micro-x limited,health technology
bot,botanix pharmaceuticals ltd,health technology
mme,moneyme limited,technology services
dbf,duxton farms ltd,process industries
nov,novatti group limited,technology services
lom,lucapa diamond company limited,non-energy minerals
zeo,zeotech limited,non-energy minerals
oel,otto energy limited,energy minerals
cay,canyon resources limited,non-energy minerals
tgn,tungsten mining nl,non-energy minerals
crr,critical resources limited,non-energy minerals
far,far limited,energy minerals
em2,eagle mountain mining limited,non-energy minerals
pab,patrys limited,health technology
eqr,eq resources limited,non-energy minerals
stg,straker translations limited,commercial services
avc,auctus investment group limited,finance
ivr,investigator resources ltd,non-energy minerals
egl,environmental group limited (the),industrial services
sgq,st george mining limited,non-energy minerals
wkt,walkabout resources ltd,non-energy minerals
new,new energy solar limited,utilities
seg,sports entertainment group limited,consumer services
epy,earlypay ltd,finance
ppg,pro-pac packaging limited,process industries
ven,vintage energy ltd,energy minerals
mea,mcgrath limited,finance
hng,hancock & gore ltd,finance
mek,meeka metals limited,non-energy minerals
anp,antisense therapeutics limited,health technology
jgh,jade gas holdings limited,energy minerals
ada,adacel technologies limited,technology services
enr,encounter resources limited,non-energy minerals
bol,boom logistics limited,finance
nml,navarre minerals limited,non-energy minerals
clu,cluey ltd,technology services
ptl,pental limited,consumer non-durables
grv,greenvale energy ltd,energy minerals
hnr,hannans ltd,non-energy minerals
s2r,s2 resources ltd,non-energy minerals
bbc,bnk banking corporation limited,finance
van,vango mining limited,non-energy minerals
